Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,Total Releases
424710,BENZENE,1,0,1,Pounds,262
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,79
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,2295
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
327310,NITRATE COMPOUNDS,0,0,0,Pounds,0
334417,LEAD,1,1,1,Pounds,0.06105
325414,ETHYLENE GLYCOL,1,0,0,Pounds,0
325414,NITRATE COMPOUNDS,0,0,0,Pounds,0
424690,METHANOL,1,0,0,Pounds,373
424690,METHYL ISOBUTYL KETONE,1,0,0,Pounds,289
424690,TOLUENE,1,0,0,Pounds,336
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,613
336350,AMMONIA,0,0,0,Pounds,1613
336350,CHROMIUM,1,1,1,Pounds,458
336350,SODIUM NITRITE,0,1,0,Pounds,0
331522,LEAD,1,1,1,Pounds,6.3653
221112,AMMONIA,0,0,0,Pounds,50568
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.0506
311999,POTASSIUM BROMATE,0,1,1,Pounds,250
325510,XYLENE (MIXED ISOMERS),1,0,0,Pounds,1336
336312,124-TRIMETHYLBENZENE,0,0,0,Pounds,196
334415,LEAD,1,1,1,Pounds,2.368
424690,124-TRIMETHYLBENZENE,0,0,0,Pounds,78
334414,LEAD COMPOUNDS,1,1,0,Pounds,270.0008
332811,AMMONIA,0,0,0,Pounds,4761
325612,NITRIC ACID,0,0,0,Pounds,10
325188,AMMONIA,0,0,0,Pounds,13330
337215,124-TRIMETHYLBENZENE,0,0,0,Pounds,10077
424690,DICHLOROTETRAFLUOROETHANE (CFC-114),0,0,0,Pounds,1802
424690,TRICHLOROFLUOROMETHANE,0,0,0,Pounds,14126
336350,METHANOL,1,0,0,Pounds,1805
336350,NICKEL,1,1,1,Pounds,250
424690,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,18
332912,CHROMIUM,1,1,1,Pounds,3.48
332912,LEAD,1,1,1,Pounds,9.8
339944,XYLENE (MIXED ISOMERS),1,0,0,Pounds,500
311511,NITRATE COMPOUNDS,0,0,0,Pounds,0
311511,NITRIC ACID,0,0,0,Pounds,0
325188,AMMONIA,0,0,0,Pounds,1042
325188,LEAD COMPOUNDS,1,1,0,Pounds,0.15
325188,NICKEL COMPOUNDS,1,1,0,Pounds,0.14
326199,STYRENE,1,0,1,Pounds,3414
332721,COPPER,0,1,0,Pounds,0.036
323110,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,13587
327310,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.115
327310,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,56244
327310,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,46120
336322,LEAD,1,1,1,Pounds,6.1
325320,BIFENTHRIN,0,0,0,Pounds,0
325320,CREOSOTE,0,0,1,Pounds,0
325320,METHAM SODIUM,0,0,0,Pounds,0
325320,METHYL ISOTHIOCYANATE,0,0,0,Pounds,0
311513,NITRIC ACID,0,0,0,Pounds,17
928110,COPPER COMPOUNDS,0,1,0,Pounds,69101
928110,NITROGLYCERIN,0,0,0,Pounds,0
333911,DIISOCYANATES,1,0,0,Pounds,0
333911,MANGANESE,1,1,0,Pounds,8
333911,NICKEL,1,1,1,Pounds,29
331524,COPPER,0,1,0,Pounds,228
331524,LEAD,1,1,1,Pounds,0
334416,LEAD,1,1,1,Pounds,15.25
339112,M-XYLENE,1,0,0,Pounds,1123
339112,O-XYLENE,1,0,0,Pounds,1287
928110,ETHYLBENZENE,1,0,0,Pounds,100
928110,ETHYLENE GLYCOL,1,0,0,Pounds,0
333911,COPPER,0,1,0,Pounds,750
335999,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,5596
339113,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
339113,TOLUENE,1,0,0,Pounds,615
334419,LEAD,1,1,1,Pounds,0
334419,LEAD COMPOUNDS,1,1,0,Pounds,91
333911,ZINC (FUME OR DUST),0,1,0,Pounds,250
562910,LEAD,1,1,1,Pounds,140.25
324199,BENZENE,1,0,1,Pounds,6526
324199,BENZO(GHI)PERYLENE,1,0,1,Pounds,1.1
324199,LEAD COMPOUNDS,1,1,0,Pounds,0.14
324199,PHENANTHRENE,1,0,0,Pounds,17.1
324199,XYLENE (MIXED ISOMERS),1,0,0,Pounds,177
332813,LEAD,1,1,1,Pounds,50
311612,NITRATE COMPOUNDS,0,0,0,Pounds,0
311612,NITRIC ACID,0,0,0,Pounds,0
326199,METHYL METHACRYLATE,1,0,0,Pounds,257
327215,LEAD,1,1,1,Pounds,0.42
311513,NITRATE COMPOUNDS,0,0,0,Pounds,30250
322121,ANTIMONY,1,1,0,Pounds,5173
322121,BARIUM,0,1,0,Pounds,12135
322121,DECABROMODIPHENYL OXIDE,0,0,0,Pounds,14826
322121,ZINC COMPOUNDS,0,1,0,Pounds,16546
334414,LEAD COMPOUNDS,1,1,0,Pounds,96.5
332813,TRICHLOROETHYLENE,1,0,1,Pounds,4895
311514,AMMONIA,0,0,0,Pounds,16654
311514,TOLUENE,1,0,0,Pounds,45212
311513,NITRATE COMPOUNDS,0,0,0,Pounds,34683
311513,NITRIC ACID,0,0,0,Pounds,10
327999,DICYCLOPENTADIENE,0,0,0,Pounds,0
327999,ETHYLBENZENE,1,0,0,Pounds,332
331421,COPPER,0,1,0,Pounds,0.1
331421,NICKEL,1,1,1,Pounds,0.1
331421,COPPER,0,1,0,Pounds,0.1
322121,ANTIMONY,1,1,0,Pounds,467
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
313320,XYLENE (MIXED ISOMERS),1,0,0,Pounds,712
326150,TOLUENE,1,0,0,Pounds,2738.4
326150,XYLENE (MIXED ISOMERS),1,0,0,Pounds,2444
325211,METHYL METHACRYLATE,1,0,0,Pounds,837
332313,MANGANESE,1,1,0,Pounds,13
332313,CHROMIUM,1,1,1,Pounds,1
326150,TOLUENE,1,0,0,Pounds,11223
326199,AMMONIA,0,0,0,Pounds,34452
326199,PHENOL,1,0,0,Pounds,3980
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.1
332313,COPPER,0,1,0,Pounds,1
327420,LEAD COMPOUNDS,1,1,0,Pounds,0.82
327420,MERCURY COMPOUNDS,1,1,0,Pounds,25.36
311511,NITRIC ACID,0,0,0,Pounds,47
562211,ASBESTOS (FRIABLE),1,1,1,Pounds,64890
562211,BARIUM COMPOUNDS,0,1,0,Pounds,79679.8
562211,COPPER,0,1,0,Pounds,56804
562211,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,1.4931
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.066
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.1341
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.051
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.0842
424710,BENZENE,1,0,1,Pounds,140.39
424710,CUMENE,1,0,0,Pounds,10
424710,CYCLOHEXANE,0,0,0,Pounds,10
424710,N-HEXANE,1,0,0,Pounds,311
424710,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,143.78
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.1651
424710,NAPHTHALENE,1,0,0,Pounds,10
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,10
331112,BENZO(GHI)PERYLENE,1,0,1,Pounds,3.96
331112,LEAD COMPOUNDS,1,1,0,Pounds,7.49
336370,COPPER,0,1,0,Pounds,8
336370,MANGANESE,1,1,0,Pounds,1
327212,LEAD COMPOUNDS,1,1,0,Pounds,1946.18
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.77
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,73.29
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.1341
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,10
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,BENZENE,1,0,1,Pounds,123
424710,CUMENE,1,0,0,Pounds,10
424710,CYCLOHEXANE,0,0,0,Pounds,10
424710,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,125
424710,N-HEXANE,1,0,0,Pounds,1255
424710,NAPHTHALENE,1,0,0,Pounds,10
325992,AMMONIA,0,0,0,Pounds,46809
325992,BARIUM COMPOUNDS,0,1,0,Pounds,64926
325992,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,3265
325992,CHLORINE,1,0,0,Pounds,8828
325992,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,21418
325992,CRESOL (MIXED ISOMERS),1,0,0,Pounds,156
325992,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,3.9646101
325992,ETHYLENE GLYCOL,1,0,0,Pounds,1963
325992,FORMIC ACID,0,0,0,Pounds,267
325992,HYDROGEN FLUORIDE,1,0,0,Pounds,58135
325992,MERCURY COMPOUNDS,1,1,0,Pounds,27.7
325992,METHANOL,1,0,0,Pounds,166757
325992,NITRIC ACID,0,0,0,Pounds,220
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,281.62
424710,BENZENE,1,0,1,Pounds,717.5
424710,ETHYLBENZENE,1,0,0,Pounds,847.71
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,182.08
424710,BENZENE,1,0,1,Pounds,475.08
424710,N-HEXANE,1,0,0,Pounds,1277.66
424710,NAPHTHALENE,1,0,0,Pounds,291.69
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,513.21
424710,TOLUENE,1,0,0,Pounds,621.08
325992,SILVER COMPOUNDS,0,1,0,Pounds,2007
325992,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,291068
325992,TOLUENE,1,0,0,Pounds,11792
325992,TRIETHYLAMINE,1,0,0,Pounds,3652
325992,XYLENE (MIXED ISOMERS),1,0,0,Pounds,3368
325992,ZINC COMPOUNDS,0,1,0,Pounds,19318
325211,44'-ISOPROPYLIDENEDIPHENOL,0,0,0,Pounds,15
325211,CRESOL (MIXED ISOMERS),1,0,0,Pounds,81
325211,ETHYLBENZENE,1,0,0,Pounds,3028
325211,M-CRESOL,1,0,0,Pounds,9
325211,PHENOL,1,0,0,Pounds,36502
325211,STYRENE,1,0,1,Pounds,265
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,62.73
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,419.08
424710,BENZENE,1,0,1,Pounds,417.05
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,106.04
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,407.73
424710,TOLUENE,1,0,0,Pounds,610.11
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,347.11
325211,XYLENE (MIXED ISOMERS),1,0,0,Pounds,12725
326122,STYRENE,1,0,1,Pounds,10145
332722,CHROMIUM,1,1,1,Pounds,255
332722,COPPER,0,1,0,Pounds,255
332117,LEAD COMPOUNDS,1,1,0,Pounds,21.7
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.082
332813,LEAD,1,1,1,Pounds,1303
334513,LEAD,1,1,1,Pounds,46.25
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.21
221112,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,40000
221112,BARIUM COMPOUNDS,0,1,0,Pounds,701405
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,64000
334413,HYDROGEN FLUORIDE,1,0,0,Pounds,250
334413,NITRATE COMPOUNDS,0,0,0,Pounds,10
334413,NITRIC ACID,0,0,0,Pounds,250
331524,COPPER,0,1,0,Pounds,892
325193,ACETALDEHYDE,1,0,1,Pounds,19182.32
325193,ACROLEIN,1,0,0,Pounds,3966.85
325193,METHANOL,1,0,0,Pounds,2266.37
337122,LEAD COMPOUNDS,1,1,0,Pounds,430.82
332813,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,0
332813,COPPER,0,1,0,Pounds,0
332813,COPPER COMPOUNDS,0,1,0,Pounds,0
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,481.43
221112,LEAD COMPOUNDS,1,1,0,Pounds,4907.46
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.16
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,26405
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,48000
221112,LEAD COMPOUNDS,1,1,0,Pounds,4417.23
221112,NICKEL,1,1,1,Pounds,13505
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.07
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,22505
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,14000
221112,MERCURY COMPOUNDS,1,1,0,Pounds,140.89
221112,ZINC COMPOUNDS,0,1,0,Pounds,30505
221112,VANADIUM COMPOUNDS,0,1,0,Pounds,27505
332410,COPPER,0,1,0,Pounds,725.895
332410,MANGANESE,1,1,0,Pounds,68.89
332410,NICKEL,1,1,1,Pounds,127.48
332410,ZINC COMPOUNDS,0,1,0,Pounds,15.92
332999,COPPER,0,1,0,Pounds,454.5
331312,COPPER,0,1,0,Pounds,0
331312,PHOSPHORUS (YELLOW OR WHITE),1,0,0,Pounds,250
334220,LEAD,1,1,1,Pounds,0
327112,LEAD COMPOUNDS,1,1,0,Pounds,5009.39
331421,COPPER,0,1,0,Pounds,1124
325510,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,548
325510,COPPER,0,1,0,Pounds,7.1
325510,LEAD COMPOUNDS,1,1,0,Pounds,22.25
325199,AMMONIA,0,0,0,Pounds,4005
325199,CHLOROACETIC ACID,1,0,0,Pounds,10
325199,METHYL ISOBUTYL KETONE,1,0,0,Pounds,18505
325199,N-BUTYL ALCOHOL,0,0,0,Pounds,510
332813,LEAD COMPOUNDS,1,1,0,Pounds,1230
332322,NICKEL,1,1,1,Pounds,750
325188,NITRIC ACID,0,0,0,Pounds,178
325188,SILVER,0,1,0,Pounds,70
331421,COPPER,0,1,0,Pounds,2984
331421,COPPER,0,1,0,Pounds,3171
311513,NITRATE COMPOUNDS,0,0,0,Pounds,0
311513,NITRIC ACID,0,0,0,Pounds,0
336399,LEAD,1,1,1,Pounds,0.53
336399,TETRABROMOBISPHENOL A,0,0,1,Pounds,1.22
325211,ANTIMONY COMPOUNDS,1,1,0,Pounds,755
325211,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,515
325199,NITRATE COMPOUNDS,0,0,0,Pounds,2550
333912,CHROMIUM,1,1,1,Pounds,250
333912,MANGANESE,1,1,0,Pounds,250
333912,NICKEL,1,1,1,Pounds,250
424710,BENZENE,1,0,1,Pounds,189
424710,ETHYLBENZENE,1,0,0,Pounds,47
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,7
424710,STYRENE,1,0,1,Pounds,3
424710,TOLUENE,1,0,0,Pounds,395
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,261
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,97
323119,LEAD,1,1,1,Pounds,1.27
323119,TOLUENE,1,0,0,Pounds,2860
311513,NITRATE COMPOUNDS,0,0,0,Pounds,0
325211,COPPER COMPOUNDS,0,1,0,Pounds,1255
325211,CRESOL (MIXED ISOMERS),1,0,0,Pounds,4700
325211,METHANOL,1,0,0,Pounds,46000
325211,NITRATE COMPOUNDS,0,0,0,Pounds,99000
325211,PHENOL,1,0,0,Pounds,3905
325211,STYRENE,1,0,1,Pounds,5955
325211,TOLUENE,1,0,0,Pounds,80505
325211,ZINC COMPOUNDS,0,1,0,Pounds,3000
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,77
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,618
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
424710,STYRENE,1,0,1,Pounds,7
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,419
332813,COPPER COMPOUNDS,0,1,0,Pounds,206
332813,LEAD COMPOUNDS,1,1,0,Pounds,18.7
334513,LEAD,1,1,1,Pounds,7.9
331492,AMMONIA,0,0,0,Pounds,24948
331492,LEAD,1,1,1,Pounds,287.5
332117,COPPER,0,1,0,Pounds,853
325412,12-DICHLOROETHANE,1,0,1,Pounds,14.05
325412,TOLUENE,1,0,0,Pounds,6.73
332813,NICKEL COMPOUNDS,1,1,0,Pounds,193
332994,COPPER,0,1,0,Pounds,435
332994,LEAD COMPOUNDS,1,1,0,Pounds,2154.2
332994,SODIUM NITRITE,0,1,0,Pounds,1120
221112,NAPHTHALENE,1,0,0,Pounds,36.11
221112,NAPHTHALENE,1,0,0,Pounds,11.89
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,3.53
335314,COPPER COMPOUNDS,0,1,0,Pounds,0
335314,LEAD,1,1,1,Pounds,4
327390,LEAD,1,1,1,Pounds,0.001
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,2
325520,MERCURY COMPOUNDS,1,1,0,Pounds,0.137
335991,COPPER,0,1,0,Pounds,230.05
327390,LEAD,1,1,1,Pounds,0.0023
325520,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,250
325520,TOLUENE,1,0,0,Pounds,250
325520,TOLUENE-24-DIISOCYANATE,1,0,1,Pounds,112.69
325520,XYLENE (MIXED ISOMERS),1,0,0,Pounds,250
339999,124-TRIMETHYLBENZENE,0,0,0,Pounds,12
339999,CYCLOHEXANE,0,0,0,Pounds,308
339999,DICHLOROMETHANE,1,0,1,Pounds,3541
339999,METHANOL,1,0,0,Pounds,392
339999,METHYL ISOBUTYL KETONE,1,0,0,Pounds,63
339999,N-HEXANE,1,0,0,Pounds,1009
339999,TETRACHLOROETHYLENE,1,0,1,Pounds,75
339999,TOLUENE,1,0,0,Pounds,425
339999,XYLENE (MIXED ISOMERS),1,0,0,Pounds,71
331314,AMMONIA,0,0,0,Pounds,90209
331314,CHROMIUM,1,1,1,Pounds,1275.9
331314,COPPER,0,1,0,Pounds,13461.18
331314,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,2296
331314,LEAD,1,1,1,Pounds,1210.49
331314,MANGANESE,1,1,0,Pounds,60072.26
336350,COPPER,0,1,0,Pounds,280
331221,NICKEL,1,1,1,Pounds,3012
331221,NITRIC ACID,0,0,0,Pounds,227
325992,AMMONIA,0,0,0,Pounds,20
325992,DIETHA0LAMINE,1,0,0,Pounds,0
325992,ETHYLENE GLYCOL,1,0,0,Pounds,0
325992,HYDROQUI0NE,1,0,0,Pounds,1415
325992,NITRATE COMPOUNDS,0,0,0,Pounds,0
331492,COPPER,0,1,0,Pounds,0.13
331492,ZINC (FUME OR DUST),0,1,0,Pounds,37
325991,TETRABROMOBISPHENOL A,0,0,1,Pounds,734
334418,LEAD,1,1,1,Pounds,0.6
327122,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,5025
332116,ZINC COMPOUNDS,0,1,0,Pounds,2221
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,14.73
327320,NITRATE COMPOUNDS,0,0,0,Pounds,0
331491,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,64160
332813,NITRIC ACID,0,0,0,Pounds,100
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.1
322121,AMMONIA,0,0,0,Pounds,31600
322121,BENZO(GHI)PERYLENE,1,0,1,Pounds,1.66
322121,CHLORINE,1,0,0,Pounds,647
322121,CHLORINE DIOXIDE,0,0,0,Pounds,2005
322121,FORMIC ACID,0,0,0,Pounds,0
322121,LEAD COMPOUNDS,1,1,0,Pounds,331
322121,MANGANESE COMPOUNDS,1,1,0,Pounds,68850
322121,NITRATE COMPOUNDS,0,0,0,Pounds,1420050
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,27.3
327910,LEAD,1,1,1,Pounds,3
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,8
424690,ACRYLIC ACID,1,0,0,Pounds,0
424690,QUINOLINE,1,0,0,Pounds,0
424690,THIOUREA,0,0,1,Pounds,0
322222,ETHYLBENZENE,1,0,0,Pounds,2697
322222,TOLUENE,1,0,0,Pounds,19246
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,2
325992,DICHLOROMETHANE,1,0,1,Pounds,2126
332312,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,25797
332312,NICKEL,1,1,1,Pounds,5.09
332312,SEC-BUTYL ALCOHOL,0,0,0,Pounds,10516
327320,LEAD,1,1,1,Pounds,0.15
325510,LEAD COMPOUNDS,1,1,0,Pounds,0.69
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,3.1
326113,TOLUENE,1,0,0,Pounds,2542
325611,AMMONIA,0,0,0,Pounds,0
325199,DIMETHYLAMINE,0,0,0,Pounds,39
325199,N-BUTYL ALCOHOL,0,0,0,Pounds,111
325199,PHENOL,1,0,0,Pounds,58
326150,DIISOCYANATES,1,0,0,Pounds,3
311513,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
326150,MIXTURE,0,0,0,Pounds,10
311513,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
333611,CHROMIUM,1,1,1,Pounds,1010
333611,NICKEL,1,1,1,Pounds,1010
221112,124-TRIMETHYLBENZENE,0,0,0,Pounds,74.8
221112,NAPHTHALENE,1,0,0,Pounds,6.5
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.117
221112,NAPHTHALENE,1,0,0,Pounds,23
325188,AMMONIA,0,0,0,Pounds,12229
325188,LEAD COMPOUNDS,1,1,0,Pounds,156.81
334513,LEAD,1,1,1,Pounds,21
334513,LEAD COMPOUNDS,1,1,0,Pounds,780.6
326199,LEAD,1,1,1,Pounds,21017
336413,LEAD,1,1,1,Pounds,5
325510,TOLUENE,1,0,0,Pounds,370
325510,XYLENE (MIXED ISOMERS),1,0,0,Pounds,1107
331492,ALUMINUM (FUME OR DUST),0,1,0,Pounds,16
331492,CHROMIUM,1,1,1,Pounds,8
331492,COBALT,1,1,1,Pounds,11
331492,NICKEL,1,1,1,Pounds,35
332813,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,63
332813,COPPER COMPOUNDS,0,1,0,Pounds,138
332813,NICKEL COMPOUNDS,1,1,0,Pounds,2644
332710,NITRIC ACID,0,0,0,Pounds,255
333315,DICHLOROMETHANE,1,0,1,Pounds,16800
333315,METHYL ISOBUTYL KETONE,1,0,0,Pounds,3805
333315,NITRIC ACID,0,0,0,Pounds,0
325510,BUTYL ACRYLATE,0,0,0,Pounds,2167
325510,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,5958.422
325510,ETHYLENE GLYCOL,1,0,0,Pounds,12.73
325510,METHYL METHACRYLATE,1,0,0,Pounds,7668.4
325510,ZINC COMPOUNDS,0,1,0,Pounds,1290.97
332813,COPPER COMPOUNDS,0,1,0,Pounds,394.22
332813,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,325
332211,CHROMIUM,1,1,1,Pounds,27255
332211,LEAD,1,1,1,Pounds,175.8
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.0337
221112,LEAD COMPOUNDS,1,1,0,Pounds,5046
325920,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
325920,COPPER,0,1,0,Pounds,1.4
325920,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
336412,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,211.46
336112,STYRENE,1,0,1,Pounds,14662
332812,LEAD COMPOUNDS,1,1,0,Pounds,48
332812,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,1823
332812,ZINC COMPOUNDS,0,1,0,Pounds,1598
336412,LEAD COMPOUNDS,1,1,0,Pounds,6671.418
336412,NICKEL COMPOUNDS,1,1,0,Pounds,583.334
336412,NITRIC ACID,0,0,0,Pounds,179
326150,44'-METHYLENEBIS(2-CHLOROANILINE),1,0,1,Pounds,2.85
325188,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,379
325520,CYCLOHEXANE,0,0,0,Pounds,500
325520,METHYL ISOBUTYL KETONE,1,0,0,Pounds,500
325520,N-HEXANE,1,0,0,Pounds,500
334210,LEAD,1,1,1,Pounds,0
333412,LEAD,1,1,1,Pounds,0
339914,NITRIC ACID,0,0,0,Pounds,0
332991,CHROMIUM,1,1,1,Pounds,414
334515,COPPER,0,1,0,Pounds,0
334515,LEAD,1,1,1,Pounds,0.015
325998,44'-ISOPROPYLIDENEDIPHENOL,0,0,0,Pounds,336454
312120,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,2597
424710,BENZENE,1,0,1,Pounds,255
424710,ETHYLBENZENE,1,0,0,Pounds,255
424710,TOLUENE,1,0,0,Pounds,255
334220,COPPER,0,1,0,Pounds,1066
334220,LEAD,1,1,1,Pounds,53.3
334220,MANGANESE,1,1,0,Pounds,0
325320,124-TRIMETHYLBENZENE,0,0,0,Pounds,500
325320,BIFENTHRIN,0,0,0,Pounds,928
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,162
324121,LEAD,1,1,1,Pounds,0
331512,NICKEL,1,1,1,Pounds,1675
327310,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.728
327310,MERCURY COMPOUNDS,1,1,0,Pounds,96.2
327310,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,700
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.1
327320,LEAD,1,1,1,Pounds,0.9922
326150,ZINC COMPOUNDS,0,1,0,Pounds,2812
311511,NITRATE COMPOUNDS,0,0,0,Pounds,0
311511,NITRIC ACID,0,0,0,Pounds,0
333613,AMMONIA,0,0,0,Pounds,20005
